reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
3a3c7805-e087-4819-822d-797132e12aee,Umar Ahmad,https://play-lh.googleusercontent.com/a/AGNmyxZI-OXW9uOOj7YnJjJGZ0HNDaeg50UcgZSOjmrs=mo,This is the best teenager application than another it is really good 💯,5,0,3.1.6,2023-04-23 15:01:35,,
649b8a14-7cfc-4285-b6e2-65aa2a27c1eb,Gaurav Bhatt,https://play-lh.googleusercontent.com/a/AGNmyxbx6gughygmQHN-Ed7RGF-aKvUfEYkIAF_s2V-S=mo,Nice teenager aap,5,0,,2023-04-23 11:20:11,,
f83ebd66-a755-4691-81e0-b1e2e0a3f1e7,APPLE POOP,https://play-lh.googleusercontent.com/a-/ACB-R5SUdWpR42lClkKWdezdc5DBmrq9TeeQagQ3FdTxkA,Far better than FamPay that I used earlier,5,0,3.1.6,2023-04-23 08:45:36,,
c43d8221-820c-4542-9593-b4b55324210c,Bhagwan singh Rathore,https://play-lh.googleusercontent.com/a/AGNmyxYpg3TdGAgMxhWTBj-4bfziGerKHF8H2KKhdUjR=mo,Nice to hear from you and I hope you are doing well and that you are doing well and enjoying.,5,0,3.1.3,2023-04-23 06:14:26,,
5b089bca-041b-4516-bee2-853d3ca6c827,Neev Nayak,https://play-lh.googleusercontent.com/a-/ACB-R5QDr10rKlK5SLi6hJQoU1mPiHsgWnNnY2AFuqiQqeU,The UPI payment is very fast not like others. And i love the coustomer service because of I have any doubt 🤔 they address me properly...😊 . . . . . . . And follow me on Instagram:- its____neev 😊,5,0,,2023-04-22 17:10:21,,
1d5b07e7-b1c3-4bd0-956a-a2e241267fe9,TOTAL video,https://play-lh.googleusercontent.com/a-/ACB-R5RMpdEsHBef54Wq4FReY_YaA14LeLhAMu64NlwllA,Good 👍🏻 but app opening issues,5,0,3.1.6,2023-04-22 15:42:09,,
d9e3c268-cb0d-4bec-8146-d178f712085e,Prakash Kesharwani,https://play-lh.googleusercontent.com/a/AGNmyxYi7RflLR6kbxr9M1TzGfFXj-RzC2jUWnwj_cSW=mo,Very nice,5,0,3.1.6,2023-04-22 12:48:26,,
e00d1b72-7fe8-44d7-8a7e-15a73abbf54e,Manika Debnath,https://play-lh.googleusercontent.com/a/AGNmyxYifzdwUvt09g2meNbX_mDC0jqURuawth8156-J=mo,very good app,5,0,3.1.6,2023-04-22 12:37:47,,
004c2b7c-8e7f-4a97-8eae-e2d0e219579c,Shravan Kadam,https://play-lh.googleusercontent.com/a/AGNmyxaeMm9JiAxFl6ZW-a6W5l4C4JFrK2t9Yaso9qRx=mo,Nice app Usually,5,0,,2023-04-22 02:06:54,,
74859469-05a1-4676-a86f-b604a8981b14,Audio Melodious,https://play-lh.googleusercontent.com/a-/ACB-R5Tx2kEC-T6-FgjHbqcrhrdxCzUm8lZbhWSDZrjaGg,Nice,5,0,3.1.3,2023-04-21 10:16:20,,
123e3801-bc71-4c6d-95d3-fa7882848c94,Ishan,https://play-lh.googleusercontent.com/a/AGNmyxY2TVYSow05wXQ-03Nq3iG1xKT2dg8GyGs1TNQN=mo,Can you help me please I done transaction of rupees 50 two times to do topup in free fire game. But when the page open whre we have to enter otp. The amount is debited but I the game it says pay from other payment method. But 100 rupees are gone. Please help me to get them back please I beg you,5,0,3.1.4,2023-04-21 02:19:18,,
e7f4cc5e-7e2d-4cc6-b46a-8ccc98f4a04d,MAURYA GAMER TRICK Maurya,https://play-lh.googleusercontent.com/a-/ACB-R5Tylz54PXOVf0cSNCH0ZBQNTCn4J0BotzpgXkk,Nothing warking,5,0,,2023-04-20 20:37:04,,
828e8a26-1a49-42ae-8414-6d5c6c278a4b,Sk Rinku,https://play-lh.googleusercontent.com/a/AGNmyxZS3yLcsZCRx4sxlRXd7k0p7XiM7OgkLu6qDXQe=mo,good,5,0,3.1.4,2023-04-20 14:13:49,,
380f6ac9-5ae4-444c-b267-657e59479c32,A_one gaming,https://play-lh.googleusercontent.com/a-/ACB-R5RZBZkKmTXfMZbWnD4JpceDAoSmePkPQ_ndWQm-,bhot sahi app hai par bs parsonal UPI ma bhejna BHi shuru kra do,5,1,3.1.6,2023-04-20 13:37:08,"Hello,

Personal UPI payments are already live. If you are facing any issues, please reach out to talktous@akudo.in and we will get it all sorted",2023-04-20 19:01:03
aad12bc1-58c9-4d03-a208-460617fd11a0,Raunak gemars,https://play-lh.googleusercontent.com/a-/ACB-R5TeL-_V9lED8GuS2AhtSdjsRZ0Atgwhh8Njrj4X8Q,bahut achah hai,5,0,3.1.6,2023-04-20 06:18:11,,
25a040f2-717d-4250-88c4-dba9e7e81580,Aayush Daharwal,https://play-lh.googleusercontent.com/a-/ACB-R5SAktgHKGRkLMsQgg5THoQB4X0QpqXJkkVdOjCwig,OP app,5,0,3.1.3,2023-04-19 22:24:23,,
7d55dee7-4f1d-480e-a55c-be851908b4ee,Stafford Jump,https://play-lh.googleusercontent.com/a-/ACB-R5REw9q5fur5_Z3ed0gbf6wprRLvWS9VB_Koptah,"I am a teen myself, so I am aware of how popular teen debit cards are. Love using Akudo",5,0,3.1.4,2023-04-18 18:46:12,,
c29114d7-ce47-4304-877c-f0b3efee3470,Landry Kia,https://play-lh.googleusercontent.com/a-/ACB-R5RRr6Z5nYgf5ngg355-8-4fDwWb0gtoidP4tNeX,Now my kid make payments from her personal card whenever we go to the mall. It's her favourite activity these days,5,0,3.1.5,2023-04-18 18:46:02,,
694be2a7-6a53-4f0e-9ccd-0e45feef0e48,Evans Starrett,https://play-lh.googleusercontent.com/a/AGNmyxbdjtH_p_3Z_OKfMM0el2lbqWw12EXIUjJkhFDL=mo,A fantastic app that is very helpful for budgeting for kids' expenses,5,0,3.1.5,2023-04-18 18:45:54,,
e185fc91-0072-403a-9a7a-def754beb3b0,Owen Everly,https://play-lh.googleusercontent.com/a-/ACB-R5Rwk_H9SKraSMtgQ9xHAESrTgDP0loUhPswsWrq,Excellent application. I like how they give kids a debit card to use their pocket money. Excellent services.,5,0,3.1.4,2023-04-18 17:18:51,,
69046d04-6b3e-465d-b054-19b31594ca8a,May Estela,https://play-lh.googleusercontent.com/a-/ACB-R5RubIcFlJTMVDg97paMfi1PS2_NM-6NDVl8b5qe,"I got Rs,30 cashback on Yippiee code voucher. Amazing",5,0,3.1.4,2023-04-18 17:17:43,,
fcfcc1d6-054c-4c70-9367-befe102d7427,Hall Pincus,https://play-lh.googleusercontent.com/a/AGNmyxYzm8LxeMnE6D3eIUP0-7fOulKPE_A3ySOUwjgu=mo,App is very easy to use. I'm looking forward to getting the card.,5,0,3.1.4,2023-04-18 17:17:38,,
06c0064a-8490-41b6-98df-d3abf85916ec,Hewitt Lynne,https://play-lh.googleusercontent.com/a/AGNmyxYtaxocHK4OZNScL8LPp0beFPSU3VjyTr38E97y=mo,"When I added 1500 to my son's account, I got 1% cashback right away.",5,0,3.1.4,2023-04-18 16:37:56,,
3567fdc3-aad9-431a-ba6d-7130d20eb3ef,Watts Yvonne,https://play-lh.googleusercontent.com/a/AGNmyxatEO1ayXfpImQfcQkkZXU-qf30vhLR6f7IXPZ0=mo,"Very user-friendly, I was looking for a similar app for my child. Glad to see such excellent work.",5,0,3.1.4,2023-04-18 16:37:52,,
b2af01c6-b96b-48dc-95dc-32711312f95d,Sanders Seaton,https://play-lh.googleusercontent.com/a/AGNmyxYu2yhuC__vP2SHcx4hBOqzayTUkCk7AA4AEiKD=mo,App registration only took me 3 minutes. Superb!!,5,0,3.1.4,2023-04-18 16:37:37,,
e929b78b-173f-4b16-8119-b93b1baffe7c,Wall Borromeo,https://play-lh.googleusercontent.com/a-/ACB-R5TGaa1UcdztTFfMY7TycqbCF2483BEqxU-kJg2R,Beautiful app with an excellent user interface.It is extremely popular among children. I'm pleased an app like this has been developed. Payments can be made both offline and online.,5,0,3.1.4,2023-04-18 16:33:06,,
7fb13150-d461-46ba-9c34-fe8a55807b6c,Diaz Funda,https://play-lh.googleusercontent.com/a/AGNmyxZGQVta1F8jiufEA1g5_6O4zEFC1Hv5uxdXsmSl=mo,"When I registered on the app, I immediately received my virtual card.",5,0,3.1.4,2023-04-18 16:32:53,,
7f06be7e-4a7f-45db-b911-88ea460b7210,Todd Latonya,https://play-lh.googleusercontent.com/a-/ACB-R5SqwPETOH7hKpf-q3aQSaB5nWP_HcFdfrZpJsTt,The Akudo app is trustworthy and the concept is sensible.,5,0,3.1.4,2023-04-18 16:32:18,,
b6541e67-298e-40f0-aefd-e2b29428c2a2,Vasu Singh,https://play-lh.googleusercontent.com/a/AGNmyxbJblaGUiEXym0uBoCaZ2cXcKs9Y-sTddznuOo=mo,Application update kyon nahin Ho Rahi hai sar,5,0,3.1.5,2023-04-18 16:12:53,,
0be531d7-3fc2-4da6-8b34-307b494f4d32,Pratik Shrivastava,https://play-lh.googleusercontent.com/a/AGNmyxaBasodOv2mBgK9WO26MpOp2qMaYLYRogi1r8nD=mo,This is very nice,5,0,,2023-04-18 14:03:12,,
323c39f5-7652-4275-bf59-9421550eadd0,Aman Kumar,https://play-lh.googleusercontent.com/a-/ACB-R5TOBWCCTaQRoUy24xjrttvAHMMvA5a2Uddg3xa6bQ,I was using the app form long time and i notice that app is being better than better. When UPI is launched in app i was surprised. I will definitely recommend you to download the app. And i try many app but this app is great 😃😃😃👍👍👍. Thanks Akudo app,5,0,,2023-04-17 23:43:04,,
891b8e35-b8c5-4d0f-9563-6ccb6a3de42e,Ansh Sharma,https://play-lh.googleusercontent.com/a/AGNmyxY74k8_Nzk5tioLd6mc2qYlzePtXk9qN5g0V1PR=mo,Very satisfied payment app for teenagers 😉.,5,2,3.1.4,2023-04-17 13:10:57,"Hi , we are sorry for this experience. Request you to kindly send us an email at talktous@akudo.in with the subject line ""Issue with my transaction"". Please do share your registered mobile number in the email for us to check and resolve your query. Alternatively, you can contact us via in app chat or call us on +91 8047186397.",2023-04-13 21:39:45
df29f529-f44d-4685-bbf7-303142e22d77,Mohammad Shahab,https://play-lh.googleusercontent.com/a/AGNmyxYcZuyMGXdaRapZzxdbwy02EDk0g0m36ondzJs=mo,thes app is good 😊,5,0,3.1.3,2023-04-17 13:07:12,,
a407289f-2251-4600-87ad-4130441a0fd9,Ebaad Zarger,https://play-lh.googleusercontent.com/a/AGNmyxaiVxvRpyDv2AQfkp7PMyehdu0DOhUq238YVpDP=mo,Teen,5,0,,2023-04-17 10:34:51,,
