reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
8c2245bb-d83b-4600-b9c4-9ca58cf0c0e0,William Boyd,https://play-lh.googleusercontent.com/a/AGNmyxb3dykIDZjf7GRuWOUwbu88XY6fT38l8a9eaxT8=mo,"It seemed alright until recently when nether my parent or I can move the money in or out of my savings it won't even ecnolage me taping on the savings thing I've restarted my phone and it still won't work(I have been able to do it before recently) I wouldn't recommend. Update: I found a way to move the money, I think it was just a bug but we're all good now👍",1,0,5.12.0,2023-04-24 07:31:54,,
8e02f249-5d72-4028-9b48-6afb97f4c9ca,Scott Peake,https://play-lh.googleusercontent.com/a-/ACB-R5QETKdtBHBzDS_xtNjgp7YCKC0Wkx9QkVMXQWKqxA,Worst product EVAH!! Slow as mollasses moving money!,1,0,5.12.0,2023-04-24 04:56:15,"Hi Scott, We are so sorry about the delays, we would like to look into this for you, but can’t locate an account connected to your username. Please reach out to us at support@greenlight.com or give us a ring at 888-483-2645 and reference this review.",2023-04-25 01:50:36
b717adc2-3956-4af7-ad1d-bc9c5cf52131,Moon Chan,https://play-lh.googleusercontent.com/a-/ACB-R5RRcFZB4bN205IvWZPru9P9tj89n6sVcaVgX5WY,"I didn't even get to see the app, and my kids had to add a phone number. I'm sorry, but I don't give my kids a phone number because I don't trust them enough. ALSO, you have to pay! All I'm looking for is an app I can use for my kids that doesn't charge!! Other apps ask for your Social security number, I don't trust ANYONE or ANYTHING with that.",1,0,,2023-04-23 10:56:25,"Hi Moon, we would like to look into this for you, but can’t locate an account connected to your username. Please reach out to us at support@greenlight.com or give us a ring at 888-483-2645 and reference this review.",2023-04-24 23:58:22
941f6cf0-a1b1-4a54-85be-9e2b88c6280a,B K,https://play-lh.googleusercontent.com/a-/ACB-R5SWlFe1PRq-47-hEibHHE3YhN27Lv7Bklg9XMojCFY,This company and card is a scam that's my review very poor 1000% poor!!!!!!!!!!!😤🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1,0,,2023-04-22 14:16:10,"Hi BK, we would like to look into this for you, but can’t locate an account connected to your username. Please reach out to us at support@greenlight.com or give us a ring at 888-483-2645 and reference this review.",2023-04-23 02:47:23
79bcb55e-aa77-48eb-a6f2-05f219b365b6,Ace_Closetkid,https://play-lh.googleusercontent.com/a-/ACB-R5SqaZdNEu8H8O21YcTXj5ZIHndUfQlW-vJne35N,Stole my money bad option,1,0,5.12.0,2023-04-22 01:06:36,"Hi Ace, we would like to look into this for you, but can’t locate an account connected to your username. Please reach out to us at support@greenlight.com or give us a ring at 888-483-2645 and reference this review.",2023-04-23 02:25:28
a1565061-179f-41b3-9941-e867a2928a1e,Michelle Brandt,https://play-lh.googleusercontent.com/a-/ACB-R5TXp0IdXU2tX9fL-Rrei0Qn3ih278qrYEDT-sHX,Save your money and request an acct for minors at the local credit union.,1,0,,2023-04-21 13:42:37,"We are curious to hear more specific feedback from you as we are always working to improve our Greenlight experience. Please reach out to us at support@greenlight.com so we can answer any questions you may have.
",2023-04-23 01:33:06
f2a00b54-2fa1-4dba-b9c8-f5665e424cef,Lorelie Pecota,https://play-lh.googleusercontent.com/a/AGNmyxZ5mwN-WkghjBjiHYWy7UQM8OWhPiQbSlJlvvWS=mo,Worst app I have ever used it doesn't even work,1,0,,2023-04-21 07:08:21,"Thank you for sharing this with us, Lorelie. We're sorry about the experience you had with Greenlight and we'd like to make this right. A Greenlight team member will be in touch with you shortly.
",2023-04-22 04:23:21
28ebf385-decf-4bf7-8f0c-11a5143b5bbd,Christina Smith,https://play-lh.googleusercontent.com/a-/ACB-R5RwMkzqd3clyTMZC2p2TkdYT98_nMuXZ7pSFGALhA,App would not download,1,0,,2023-04-20 22:08:58,"We pride ourselves in providing a safe and easy-to-use product to help families manage their finances. We're sorry about the experience you had with Greenlight and we'd like to make this right. Please reach out to us at support@greenlight.com or give us a ring at 888-483-2645 and reference this review.
",2023-04-22 03:52:28
632ac7b9-7e18-4ce1-a3be-d2f0c80c3d38,Dennis Bush,https://play-lh.googleusercontent.com/a/AGNmyxab3964Y6zGR6RDYlDZM4hL5EEiFA0MUSbCxeJj=mo,"Hound you for more money and recommend them to friends, bug bug bug!",1,0,5.12.0,2023-04-19 18:48:33,"Thank you for sharing this with us, Dennis. We are always working to improve our Greenlight experience and will be sure to pass your feedback along to the team.",2023-04-22 03:29:46
f267728e-fb5a-4708-a094-baf503733444,david johnson,https://play-lh.googleusercontent.com/a/AGNmyxb9ox0vPKU6s2cqYZc7Z7XfyRAblUVxwnSxZ_C4=mo,Requires you to give kids pronouns. 9 year olds should not be required to identify! Emailed several times to cust service and they kept addressing me by another name and had no solution. Closed acct.,1,0,,2023-04-19 11:11:25,,
