reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,cleaned_review,polarity,subjectivity
d5ff08ab-419c-481d-b0d7-3a61d0df89d7,Pooja sahu Sahu,https://play-lh.googleusercontent.com/a-/ACB-R5Ri34bGRBLtznKPq9w71Ybe0NaK0pVxHXtXWt-ztUc,Hi actually my money is stuck from a long time I tried to connect to you at your e mail and Instagram also but no one replied so can I please get some help.,2,0,2.2.3,2022-12-08 20:46:56,"
Hi Pooja, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!",2022-12-09 01:56:41,hi actually my money is stuck from a long time i tried to connect to you at your e mail and instagram also but no one replied so can i please get some help ,-0.025,0.25
aae9ce8b-5be5-46dd-94f7-ac6cb990dfed,Aqibjaveed Mohammad,https://play-lh.googleusercontent.com/a-/ACB-R5QY8pcaBRdaTm7dHFr1h4RyXQdcDx8A9oj8ryE9,Don't refer because they say you get 50rs On referral but you didn't get any money,2,0,2.2.6,2023-01-02 17:49:33,"
Hi, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!

",2023-04-14 18:15:44,don t refer because they say you get   rs on referral but you didn t get any money,0.0,0.0
8ab8b463-01b7-4807-ad88-57bf7b51bf43,King Singh,https://play-lh.googleusercontent.com/a/AGNmyxaDtOdhv8K6-VODJqhlsZJ0MpABwEhWA7YXw_QD=mo,This is fake,2,0,1.2.9,2021-04-19 11:10:00,,,this is fake,-0.5,1.0
9727d15f-dbde-4abb-9e17-6ce39d844c43,Mohd Aman,https://play-lh.googleusercontent.com/a-/ACB-R5T7aUv_sQddKHthhjtX4RobomAPv70MxxK8J4VESA,refral money prize is very low,2,0,1.9.0,2022-05-17 23:44:16,"
Hi Mohd, we would like to know more about it. Please write to us at  sonam@fampay.in with relevant details elaborating your issue so we can set this right for you.

",2022-05-18 13:44:52,refral money prize is very low,0.0,0.39
ae1596de-c7cd-456f-86a0-c9bad131ec62,Yash patidar,https://play-lh.googleusercontent.com/a/AGNmyxZANs2nw5AVPb-RShQ-8mI6qbxHn9Flrt8CmA1w=mo,Unable to scan any QR just messing around in the app,2,0,2.1.6,2022-10-31 13:02:19,"
Hi Yash, we apologize for the inconvenience caused to you, it was never our
intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!
",2022-10-31 16:22:26,unable to scan any qr just messing around in the app,-0.5,0.5
911a0d06-852b-444d-b469-07261d09b1dc,Aditya maurya,https://play-lh.googleusercontent.com/a-/ACB-R5StQyuaETEmuh7qsfaND_b42IE2ZtThdV6cQscjew,I have a problem my account show 180 rupees but not usable please fix the problem please,2,1,2.0.0,2022-07-13 22:35:42,"
Hi there, we're sorry for the unpleasant experience. Please share your concern along with your registered mobile number via email at  sonam@fampay.in so that we can look into this & assist you better.

",2022-07-14 13:23:12,i have a problem my account show     rupees but not usable please fix the problem please,0.0,0.0
dd530456-ee51-4c50-88c1-2c9cc381cfad,Vikash Baghel,https://play-lh.googleusercontent.com/a/AGNmyxZxYcUs8eZBssY_C4dVYytOI9s1YmtU3AfzrkQG=mo,Good app 👍🏻☺️,2,0,2.8.7,2023-02-15 11:10:13,"
Hi Vikash, if you are happy with the experience using FamPay, we encourage you to share a 5-star review. It will go a long way in motivating us to do better. If you have any further feedback or suggestions for us, feel free to write to us at sonam@fampay.in, we would love to hear from you!

",2023-04-15 08:59:40,good app     ,0.7,0.6000000000000001
6587cf66-80af-41a0-b84e-e528362ee3a2,Mohammad Raza,https://play-lh.googleusercontent.com/a-/ACB-R5SIB-3kr3L2_TvKn-SrZphn2h2NeCc5NHqnDjtv,I'm not show UPI features,2,0,1.7.7,2022-02-28 23:21:45,"
Hi Mohammad, we understand that you want to register for UPI. We also can't wait for you to experience it. UPI registrations have been paused temporarily. We will notify you once it's up again. Appreciate your patience and understanding until this is resolved.😊 For any further assistance drop us an email at  sonam@fampay.in



",2022-03-01 09:02:07,i m not show upi features,0.0,0.0
05aff38f-7dd4-4528-8242-341433af4328,Syed Owaiz,https://play-lh.googleusercontent.com/a-/ACB-R5RM3SXwLYOvD8__ox7zE3CBC08EwXvro5iVmEqAow,This is the worst app I have never seen in my life it will always stuck and we should always update it,2,0,,2022-12-25 18:28:42,"
Hi, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!

",2023-04-14 17:56:00,this is the worst app i have never seen in my life it will always stuck and we should always update it,-1.0,1.0
8f33961c-32bd-47be-92a9-c1bed9f86e5e,Pryansu 1shot,https://play-lh.googleusercontent.com/a-/ACB-R5SUstOmHre7BT1l5IEYcOPKBbBom1rTBnZzJHC8,"My fampay account got suspended for 48 hours without any unusual activity, and my money got stuck what should I do now, what if the account got again suspended in future again and again please fix this issue of account suspending",2,0,,2022-04-30 21:05:53,"
Hi Pryansu, we would like to know more about it. Please write to us at  sonam@fampay.in with relevant details elaborating your issue so we can set this right for you.

",2022-05-01 12:32:18,my fampay account got suspended for    hours without any unusual activity  and my money got stuck what should i do now  what if the account got again suspended in future again and again please fix this issue of account suspending,0.1,0.5625
