reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,cleaned_review,polarity,subjectivity
804cc910-f511-4f0c-b6ab-86a0a997be59,Jatin Kumar,https://play-lh.googleusercontent.com/a/AGNmyxa1z6rrW24i-0CyRb1pLWb2be8UUJCiiD3OCHoB=mo,Sometimes the payment was stuck this is very annoying and have tension of money,3,0,2.9.0,2023-02-21 12:32:34,"
Hi, we're sorry to hear that. We'd like to understand the issue and help you with it. Kindly write to us with details of our issue and your registered mobile number at  sonam@fampay.in, We will check and get back to you on this.

",2023-04-18 10:52:25,sometimes the payment was stuck this is very annoying and have tension of money,-1.0,1.0
d6d35742-a0be-4538-8e2b-f431133d261b,Vijay Singh,https://play-lh.googleusercontent.com/a/AGNmyxZxcAauOwkwvglTTGpi7e2Uigm_FI_dtYnmTcTG=mo,This app is very useful for online transactions and rewards,3,0,,2023-02-25 20:04:22,"
Hey, we would like to know more about it. Please write to us at sonam@fampay.in with relevant details elaborating on your issue so we can set this right for you.

",2023-04-18 11:02:15,this app is very useful for online transactions and rewards,0.39,0.0
c71c04d6-5ecc-494b-819f-253dd46c737d,Najia Choudhury,https://play-lh.googleusercontent.com/a-/ACB-R5REXR315G2MFSnmH2LsEzaoBvOEYoGrWufFjkf0TQ,Its very helpful 👍,3,0,2.8.5,2023-02-15 14:51:38,"
Hey, we would like to know more about it. Please write to us at sonam@fampay.in with relevant details elaborating on your issue so we can set this right for you.

",2023-04-18 09:00:50,its very helpful  ,0.2,0.3
25027314-b9cc-477d-9060-c41a590fa5cb,Amli Jayeshpatel,https://play-lh.googleusercontent.com/a/AGNmyxbibyXKBK11rYd5elMTfz60JwhJlFzSAQw2-w_b=mo,I am giving three star to this amazing app because of his upi service problem I think you are going to start it very soon.,3,0,1.8.8,2022-04-27 06:44:16,"
Hi Amli, we understand that you want to register for UPI. We're working on the UPI and it may take slightly longer. While we cannot give you a date right now, we promise we'll have it back soon. 😊 For Any further assistance drop us an email at  sonam@fampay.in




",2022-04-27 10:28:51,i am giving three star to this amazing app because of his upi service problem i think you are going to start it very soon ,0.4,0.6
3d01558d-8824-4e06-9f96-a23615ad2dbb,TANISHQ Saini,https://play-lh.googleusercontent.com/a-/ACB-R5S8j12eiIGPqTgTkWnP3iCrb1FeqaJNPz3mJiup,Plz get the upi and also enhanced payment timings,3,0,,2022-03-30 19:56:58,"
Hi Tanishq, we understand that you want to register for UPI. We're working on the UPI and it may take slightly longer. While we cannot give you a date right now, we promise we'll have it back soon. 😊 For Any further assistance drop us an email at  sonam@fampay.in

",2022-03-30 20:04:49,plz get the upi and also enhanced payment timings,0.0,0.0
a05ba006-34ba-4071-8b05-3f0c470b57bd,kanta taneja,https://play-lh.googleusercontent.com/a/AGNmyxZl7PCRWnBWBvghE6uiLLMTS4e2mkv9NsXGl4jy=mo,Nice app. My children could facilitate online payments through upi very easily,3,0,,2021-02-20 10:21:03,,,nice app  my children could facilitate online payments through upi very easily,0.5816666666666667,1.0
8ee9e6fd-e9f1-4dd7-9e97-afc955eb98cf,Anand Ingale,https://play-lh.googleusercontent.com/a-/ACB-R5QeQubbwmNu2D0rI4p6YqhPSFZb4tgwGGkFblGtYQ,It is best app but sometime tells that server is busy and the transaction gets failed. fix it! and i have invited my friend no reward is available,3,1,1.1.0,2020-12-17 10:19:17,,,it is best app but sometime tells that server is busy and the transaction gets failed  fix it  and i have invited my friend no reward is available,0.25,0.32499999999999996
abc74f8a-fb68-40b2-8079-2e7cd30e32aa,Arihant singh,https://play-lh.googleusercontent.com/a-/ACB-R5Qh6NCAnpzZiIGgNRoFBzAYzZYB2WYlfUobDvQ_Fg,I think sometimes payment speed becomes slow otherwise good app for teenagers 👍🏼👍🏼👍🏼👍🏼,3,0,2.1.7,2022-11-10 07:27:32,"
Hey, we regret to note the dissatisfactory experience you have had. We would like to fix the same on priority. Could you please drop us an email at  sonam@fampay.in, we shall do everything in our power to turn this around!

",2023-04-17 20:18:25,i think sometimes payment speed becomes slow otherwise good app for teenagers         ,0.19999999999999996,0.5
2575083a-ff8b-4cc9-9f46-bdd4f29d78dc,Himanshu Gurjar,https://play-lh.googleusercontent.com/a-/ACB-R5RQjNyBSxlvodj93fGaHqFUVWFwc7ltcZyfY_Z22w,Very nice app and safe app,3,0,2.1.4,2022-10-14 18:10:49,"
Hi, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!

",2023-04-17 19:28:09,very nice app and safe app,0.64,0.75
bda87804-1262-4423-8ac7-8cb8d995e8b7,Mansi Gupta,https://play-lh.googleusercontent.com/a/AGNmyxY3u9tRFVZaYxl6uczg5NwMW3fTioNcThpNufvZ=mo,like,3,0,2.0.7,2022-08-26 18:47:45,"
Hi Mansi, we would like to know more about it. Please write to us at  sonam@fampay.in with relevant details elaborating on your issue so we can set this right for you.",2022-08-28 00:19:44,like,0.0,0.0
ca1469d4-d2e0-4084-bea9-65b816c8af26,Ayush Singh,https://play-lh.googleusercontent.com/a/AGNmyxYvbiQU8dr8Vi1j_JktKm2NKuI-FO9svSRzq9nh=mo,Good,3,0,3.0.2,2023-04-02 12:41:59,,,good,0.7,0.6000000000000001
d114dd67-5e9f-448f-9c2d-eaedba8ef26b,Dibyendu Mandal,https://play-lh.googleusercontent.com/a-/ACB-R5RUoVZeV-CKd3mum01ltC4kp2Ja7mLujkK21TqubQ,happy...nise,3,0,2.0.4,2022-08-04 13:36:28,"
Hi there, if you are happy with the experience using FamPay, we encourage you to share a 5-star review. It will go a long way in motivating us to do better. If you have any further feedback or suggestions for us, feel free to write to us at sonam@fampay.in, we would love to hear from you!",2022-08-08 22:56:26,happy   nise,0.8,1.0
f3b28fc0-0dac-46ad-84a6-54f04f42f0df,Nk Chauhan,https://play-lh.googleusercontent.com/a/AGNmyxYe-3QoTdPg-t7w0f3R8OgURU7N4tkexiwXtFEe=mo,good job,3,0,1.4.4,2021-06-24 08:23:44,,,good job,0.7,0.6000000000000001
c6ffc840-8ed3-4722-8871-3688f167e361,Soma Dhar,https://play-lh.googleusercontent.com/a-/ACB-R5T1Kd4BHLWV3rGpUgE_fw3V8TUooFSj4x7GuD2FdQ,If you need to receive full 5 stars and customer satisfaction please make upi available and also the most important make it available for atm so we can withdraw money from any atm. Please it's a request.,3,0,1.5.3,2021-08-12 11:35:37,,,if you need to receive full   stars and customer satisfaction please make upi available and also the most important make it available for atm so we can withdraw money from any atm  please it s a request ,0.41,0.5700000000000001
1818ebc5-3af2-455d-bf00-1a1ed6fe1c10,rdxpandya,https://play-lh.googleusercontent.com/a-/ACB-R5ST5wn9woDNMxz9YQk9FOfbObjWuqSv5CTqAJxQCA,Isid,3,0,1.4.0,2021-05-26 09:34:38,,,isid,0.0,0.0
3dab65e9-134f-4333-85c0-04297aafb491,HRS CLUB,https://play-lh.googleusercontent.com/a/AGNmyxbAHNJTQGrR73a_g2vnR3S5eghoYZReRkkhUJj_=mo,It is better but we need Google play redeem code please give us.,3,0,,2021-08-07 11:32:26,,,it is better but we need google play redeem code please give us ,0.5,0.5
3d3dfe64-7926-4c96-aae2-53c973ced98c,Priya Shaktawat,https://play-lh.googleusercontent.com/a/AGNmyxa7sobh4hqIcIeOfoFGiYin47Jzy-U9dGBTz59c=mo,I liked it,3,0,1.8.7,2022-04-17 18:40:25,"
Hi Priya, If you are happy with the experience using FamPay, we encourage you to share a 5-star review. It will go a long way in motivating us to do better. If you have any further feedback or suggestions for us, feel free to write to us at  sonam@fampay.in, we would love to hear from you!




",2022-04-18 11:54:26,i liked it,0.6,0.8
b73ee059-631e-4b0a-8ad5-171eee39ddf1,Raghav Mohata,https://play-lh.googleusercontent.com/a/AGNmyxYO1hgzwosSg4XxrXStp21ncVPi-9_ATSQkCE7e=mo,Please fix this problem : your hdfc wallet is now closed,3,0,2.9.9,2023-03-21 22:11:50,"
Hi Raghav, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!",2023-03-21 22:30:26,please fix this problem   your hdfc wallet is now closed,-0.1,0.1
0a1fe0ed-e611-413d-bed7-8bd38406f193,36_Mohan Mahajan_[ IT ],https://play-lh.googleusercontent.com/a-/ACB-R5Rvk-wL0LMTD62GELrAwL_ViydZz19T0jhfXnRt,Wow,3,0,,2022-05-17 11:03:54,"
Hi Mohan, If you are happy with the experience using FamPay, we encourage you to share a 5-star review. It will go a long way in motivating us to do better. If you have any further feedback or suggestions for us, feel free to write to us at  sonam@fampay.in, we would love to hear from you!


",2022-05-17 11:06:52,wow,0.1,1.0
96790ae6-5586-4af8-9f98-9d5b83a94bd0,_yourwashi_,https://play-lh.googleusercontent.com/a-/ACB-R5QvkJDoPBprtvbUMV2pflc-VH5wUGUqhQTUaBVklw,Uip pay is not available Plz get the upi faster plz . Otherwise the appnis good,3,0,1.6.6,2021-10-30 23:21:10,"
Hi Sk, we understand that you want to register for UPI. We also can't wait for you to experience it. UPI registrations have been paused temporarily. We will notify you once it's up again. Appreciate your patience and understanding until this is resolved.😊 For Any further assistance drop us an email at  sonam@fampay.in




",2021-11-01 11:06:23,uip pay is not available plz get the upi faster plz   otherwise the appnis good,0.24999999999999997,0.5
c454f756-77fc-4439-983c-0cfcd7611f5f,NIDO,https://play-lh.googleusercontent.com/a-/ACB-R5TOulZWq5nnVYBLyYrK99Xg3erzgBvOPijE3LrEgA,Good but it can be better.,3,0,2.2.3,2023-01-02 00:48:22,"
Hi, we apologize for the inconvenience caused to you, it was never our intention. If you could explain your issue to us by emailing us at sonam@fampay.in, we shall do everything in our power to turn this around!

",2023-04-18 08:24:25,good but it can be better ,0.6,0.55
1c2bc280-03e2-4619-b078-df5981a8dcf8,Naman Yadav,https://play-lh.googleusercontent.com/a/AGNmyxapFHZMJPYgyar-lS3_nMSjoLQoRnCc8r42ak1Q=mo,Please send update for famcard very much needed,3,0,3.0.1,2023-03-31 12:24:25,,,please send update for famcard very much needed,0.26,0.26
6a3dac4e-e03f-4f98-957e-29befc2e5684,Jayesh Dubey,https://play-lh.googleusercontent.com/a-/ACB-R5SSQ2aE1TqWF7cu7f15ApsEvqI0i9hploKUuHa-lA,Good app but problem with UPI please fix it.,3,0,,2022-05-08 11:29:34,"
Hey there, we regret to note the dissatisfactory experience you have had. We would like to fix the same on priority. Could you please drop us an email at  sonam@fampay.in, We will check and get back to you on this.",2022-05-10 12:54:42,good app but problem with upi please fix it ,0.7,0.6000000000000001
d8b56bbe-6a4c-409d-bafa-55511e71d7c3,harshdeep rai,https://play-lh.googleusercontent.com/a-/ACB-R5SbsThEqj2EOgWwC3n-O9ZJMV8IYt-FKayCWVFh,nice app but pay is not fampay to paytm,3,0,1.7.1,2022-01-03 08:20:03,,,nice app but pay is not fampay to paytm,0.6,1.0
