reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
705dff97-0f1d-4cc9-ae96-30053b910fa1,NAV PRAKASH,https://play-lh.googleusercontent.com/a-/ACB-R5R7fSQVlMqcPlT1VxZONdWSexGOn74xzLnh0PIV,verygood,2,0,22.58.0,2023-04-24 07:24:40,,
466b8047-2286-444d-9228-d50376276f3c,Sachin Pandya,https://play-lh.googleusercontent.com/a/AGNmyxZCy_clRYsmHC5U-n8xzRl8YeinsOvUQS9pSLsf=mo,My zip account not activated since 6month,2,0,22.58.0,2023-04-24 00:27:01,,
35f31e91-9356-4284-9480-2db1431d6ea6,hazari uma,https://play-lh.googleusercontent.com/a/AGNmyxa7S4KGZHAaULueOrEf3NndjaUhtFjpGIA5sWg-=mo,Nice,2,0,22.58.0,2023-04-23 17:19:42,"Hi Uma, we are concerned about the low rating. Kindly connect with us via feedback@mobikwik.com and let us know about your experience. It will help us to serve you better.",2023-04-24 13:20:21
6f59a577-9922-4f82-a3a4-332b1ac5a90f,Sahil raj,https://play-lh.googleusercontent.com/a-/ACB-R5Q1WnigvCqvEQM9ZQ45DYbULhaui6wyvlXmXVSs,very good,2,0,22.58.0,2023-04-23 16:11:19,"Hi Sahil, we are concerned about the low rating. Kindly connect with us via feedback@mobikwik.com and let us know about your experience. It will help us to serve you better. Thanks!
",2023-04-24 13:56:50
b9955171-fc03-4670-a4b4-68eedc89c149,Suraj Srivastav,https://play-lh.googleusercontent.com/a-/ACB-R5QEgKXrAVf2NIB96tFegvxIqN9umZ9UsRlcUnTpYvQ,rs 199 for activation...why need this many of the other platform don't take any kind of charges like that...this is worthless,2,0,,2023-04-23 14:27:03,"Hi Suraj, we would like to get this checked. Please connect with us via feedback@mobikwik.com so that we can assist you further. Thanks!
",2023-04-24 16:26:19
586963e6-2de2-48a5-bbc7-1b1fa0e73db0,Hitesh Jain,https://play-lh.googleusercontent.com/a-/ACB-R5QleSOVUDwAyZHwjPfjPLn3-QGw0O9R-j_xK-RI,"Still need to get better. Going to good to worst. Past few months whenever I turn on Internet connectivity Mobikwik app shows error ""no internet connectivity"" whether I'm using the app or not. You better do something about it, it is so irritating.",2,12,22.58.0,2023-04-22 16:46:48,"We regret the inconvenience caused and are here to make things right for you. Kindly share your contact details at feedback@mobikwik.com so that we can assist you better.
",2023-04-22 18:47:14
52442d3c-aff6-498f-b7e6-e53c890fc571,Meet Mahi,https://play-lh.googleusercontent.com/a/AGNmyxbOSs2FwMqDS5HnqdFctXbxBr8oQiALBrol9fVD=mo,How to speak customer care executive on mobikeik ....it's not showing any option....,2,0,22.58.0,2023-04-22 10:28:41,"Our goal at MobiKwik is to provide you with nothing less than absolute delight, and we're here to support you every step of the way. Kindly connect with us at feedback@mobikwik.com with your complete concern so we can check and enhance your experience with us.
",2023-04-22 19:16:03
91513e00-42ff-40bf-94ee-4c2a37edbb6d,rajeev raman,https://play-lh.googleusercontent.com/a-/ACB-R5T8jDMMXd2WtXEhMbqaMIbG_m-R55cLbU2F_TgE,Very cheap of this to your delay 1 day to charge 400rs. It's not good. Sorry Mai Aaj uninstall kar diye hai..baye,2,0,22.46.2,2023-04-22 10:17:28,"Our goal at MobiKwik is to provide you with nothing less than absolute delight, and we're here to support you every step of the way. Kindly connect with us at feedback@mobikwik.com with your complete concern so we can check and enhance your experience with us.
",2023-04-22 19:16:13
5d95b680-987e-465c-908b-29fb35c9ab8b,Veeresh kumar Veeresh baghel,https://play-lh.googleusercontent.com/a/AGNmyxaH-q9PA-fC_szwEWs9r5_vxZpkbdXbALkoD1uKKQ=mo,Nice,2,0,22.58.0,2023-04-22 07:20:21,"Hey Veeresh , your feedback made our day! Thanks a lot. Our team will be happy to learn about your review.
",2023-04-22 19:26:29
42ed9755-9b1a-47a1-b2af-1f6cf178facb,amit singh,https://play-lh.googleusercontent.com/a-/ACB-R5S1Dyed1v6mUaZrKlDBVXsnUfI9cM3x5NRQoHlvIQ,Good,2,0,,2023-04-21 19:27:14,"Dear Amit, thanks for sharing your feedback with us. We desire to build your experience better. If you have any recommendations/suggestions for us to get a 5-star rating. Feel free to write to us at feedback@mobikwik.com. Team MobiKwik
",2023-04-22 16:39:44
bd69bb19-90a4-4d6f-99eb-92261215c153,Amit Mishra,https://play-lh.googleusercontent.com/a-/ACB-R5TBPPsd4xNqcBoj32lBqSlW6uY39nUvPDdlRGGhCK4,"Third class customer care service, it's take half hour to reach customer care. After half hour when u reach to customer care they don't have any salutation of ur problem and without information they disconnect call. Very bad service.",2,0,22.58.0,2023-04-21 16:24:31,"Our goal at MobiKwik is to provide you with nothing less than absolute delight, and we're here to support you every step of the way. Kindly connect with us at feedback@mobikwik.com with your complete concern so we can check and enhance your experience with us.
",2023-04-22 18:56:45
42e1c372-4a64-4017-a121-bbddd4a9fc85,Mathew Wangsu,https://play-lh.googleusercontent.com/a-/ACB-R5STLzDbzpA5GiemWk7OgTQGqzzZs2rZlg9fg9ybvA,"High interest on zip pay later don't used this app...if u late for 1 day they double it your amount....i used 600 from zip pay wallet...and late for 1 day to pay it ... they charge me...300 perday that's mean if u late for 5 to 6 days 300 x 6 = 1800 ..how would this possible, never ever used this app... I'm totally confused how they registered with NBFC I'm unstalling this app now and never ever recommend to others...will recommend not to used this app,",2,0,22.55.1,2023-04-21 14:44:27,"Our goal at MobiKwik is to provide you with nothing less than absolute delight, and we're here to support you every step of the way. Kindly connect with us at feedback@mobikwik.com with your complete concern so we can check and enhance your experience with us.
",2023-04-22 18:57:05
c9d37534-5efd-47eb-87fa-3b0496b02b3c,Sunil Sharma,https://play-lh.googleusercontent.com/a-/ACB-R5TW3Cvp2ZrwDPLgXJYhWk9fCKqZEPgEbHKhqgqRGQ,"Bad experience, my zip balance payment reminder not send and deduct 700 charges only 2 days late due to reminder not send by Mobikwik",2,0,22.58.0,2023-04-21 10:04:03,"Hey Sunil, MobiKwik aims to offer customer delight and we are here to help you. Request you connect with us via feedback@mobikwik.com to help us serve you better.",2023-04-21 13:48:15
7e732442-b3aa-4611-8357-4cde2d499bf8,Jegan Mohan,https://play-lh.googleusercontent.com/a-/ACB-R5S9JrJ6-oeg60aEOaRxifpOzH9JE41lUT8Zxd_k,"இன்று எனது கடன் தொகையில் அனுமதியில்லாமல் பனம் எடுக்கப்பட்டுள்ளது ,இந்த ஆப் மீது நம்பிக்கையில்லை",2,0,22.58.0,2023-04-21 00:25:11,,
