username,text,shortcode
technicalshahban,"FamCard kab available hoga Order karne ke liye , and dubara purchase karna padega kya ,, pahle ek purchase kiya tha 😢",CrV2kOLgqq8
kartik_mer_007,New card kar suru karoghe😢😢,CrV2kOLgqq8
trueblue.yt,Our turn soon 👀,CrV2kOLgqq8
harsh_mhatre_10,Application is freez from yesterday,CrV2kOLgqq8
jatan_sohara,When is our fam card coming,CrV2kOLgqq8
avneet_nexus,New carddd,CrV2kOLgqq8
junejaruhaan,Cash withdrawals from ATM with famcatd,CrV2kOLgqq8
_rohan_sachdeva,Please team card service start kroo,CrV2kOLgqq8
anshul_03_sharma,Dear fampay jo 16 tarik ko contest win kiya tha usaka reward nh mila abhi tak,CrV2kOLgqq8
tameem_anwer,When will the fam card update,CrV2kOLgqq8
karan_paul06,Dude what about my pld famcard🙂,CrV2kOLgqq8
ved__________0,I want to join,CrV2kOLgqq8
callme_gaurang,Fam card kab aayega,CrV2kOLgqq8
ins.insanex,Please Add Number Changing Option,CrV2kOLgqq8
rohit4411_2,Bro use a ninja star as x logo,CrV2kOLgqq8
harish__malvi,We need a card by which we can withdraw cash from atm please😫🙏🙏💓,CrV2kOLgqq8
vishal_pokuri99,When am I joning you?? 😂😂,CrV2kOLgqq8
ritesh_.27,Mujhe bhi join hona he😢,CrV2kOLgqq8
soham_xyt,Bro.i have a clue fampay is showing famx and this is project x and the next big update can be about the card be ready it is coming soon 🔥,CrV2kOLgqq8
huzzi_16,Card when,CrV2kOLgqq8
shikhar_deep_singh,"Please increase the slots, I also want to join😢😢",CrV2kOLgqq8
harmansiingh_,Famx nhi dikhra yrrr app mai kro kuch,CrV2kOLgqq8
legitfamhacks,Fampay all games hack available chie to dm karo,CrV2kOLgqq8
_abhishek_16_rawat_,Fampay is not working seriously weird situation its been more than 2dayss....@fam.india,CrV2kOLgqq8
thakur887446,costume support  sahi nahi hai,CrV2kOLgqq8
sumantkumar.05,😍😍,CrV2kOLgqq8
thenameismalhar,@fam.india Isliye keh Raha hu me ki mereko hire krlo me acchi famcard ki design bana ke duga,CrV2kOLgqq8
ayush_tare_,@fam.india abhi to card de do 😢 kabse wait kar rahe hai,CrV2kOLgqq8
trueblue.yt,After careful analysis I conclude that the back of the card looks way better now,CrV2kOLgqq8
its.manish.uk,Fampay ka new app update mera phone support nahi kar raha😢😢,CrV2kOLgqq8
not_stranger1234,Hlo iam using fampay but I lost my famcard can you give me one fore free,CrV2kOLgqq8
kthukral69,Pls dont change the fam card,CrV2kOLgqq8
kthukral69,Or just give the users fam card for free who have purchased it recently,CrV2kOLgqq8
just_sanizer,You even have not viewed/registered my entry this feels bad😢,CrV2kOLgqq8
deepak_pandey9347,Array ya tum log 10000 ka limit badha do  ya bakchodi baad may kar lo plz,CrV2kOLgqq8
iam_aarush6,Bhai Mera to new account mai verify hi nahi hora adhaar 😢,CrV2kOLgqq8
ellurumohammed,Are yaar fampay app kyu nahi open horahe,CrV2kOLgqq8
ellurumohammed,😢😢😢😢😢,CrV2kOLgqq8
aniruddha___,Guys guys guys I have watched an video that FamPay is in heavy loss 😢,CrV2kOLgqq8
adil_siddiqui786,Finally is video se pta lg gya aane vala hai famcard 😂😂,CrV2kOLgqq8
coders_cafe,Jald hi mai v aaunga,CrV2kOLgqq8
z3n_78,😂bahut,CrV2kOLgqq8
z3n_78,😂 trailer of pussy,CrV2kOLgqq8
14_naman007,Ek bande toh team me Lena bhul gaya jo main tha😑,CrV2kOLgqq8
abhii__xxdd,Invite link not found in fam pay why,CrV2kOLgqq8
mr_.manish.__,Faltu app hai koi system nahi hai user query sunne ke liye bakwas app hai,CrV2kOLgqq8
alphaak98,Famcard lao phle,CrV2kOLgqq8
vishal_pandat3879,Jaldi se fampay chla do application nhi chl rhi,CrV2kOLgqq8
_blue_knights_1,❤️❤️❤️,CrV2kOLgqq8
_blue_knights_1,🔥🔥🔥,CrV2kOLgqq8
_blue_knights_1,😍😍😍😍,CrV2kOLgqq8
prajesh1010,Atm withdrawl without fees,CrV2kOLgqq8
tirath_657_,@fam.india mereko mera refund de,CrV2kOLgqq8
m_anime_002,My new card is coming soon 😢,CrV2kOLgqq8
zen.rajput,I am a new user cannot order my fam card,CrV2kOLgqq8
krxsh_.ae,Iss chumtiye bache ko bolo cod khele 🗿👍,CrV2kOLgqq8
