reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
3f1183d6-379b-4626-af3a-03943ae69b25,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,8 out of 10 times the app doesn't open.,1,1,3.1.1,2023-04-24 11:44:16,"Hi, thanks for writing in. Please share the exact error that you are facing, with device details at contact.bhim@npci.org.in so that we assist you better. Warm Regards, Team BHIM.",2020-07-07 18:20:51
76204f6c-fb13-4fa2-80c8-e36323d867a7,Tara Singh,https://play-lh.googleusercontent.com/a/AGNmyxay0myn67eVC8dB0hc9-8b8Z5wW2qpHy6hylKmS=mo,"UPI pin already set, but unable to pay. Msg says: UPI pin not connected to account. It was working fine until last week. No resolution offered. Grievance no reply",1,0,3.1.1,2023-04-24 10:00:03,,
48c77a44-56e5-4c07-bb2c-6d9d672ed0ef,Lavkush Myakalwar,https://play-lh.googleusercontent.com/a-/ACB-R5RRY-WIleol8kqFqvauMEu8Hu_QnU5USPYjm80DBg,Best app,1,0,2.9,2023-04-24 09:46:15,,
348e863f-c406-4228-9687-33defbdc3603,Pankaj Bansal,https://play-lh.googleusercontent.com/a/AGNmyxaqPtPr9Fk8N_T7Kj2Y-v2kyF8Vqx2AU0YC5uR9=mo,Bakwash rong app Bakwash rong app,1,0,,2023-04-24 09:42:40,,
5dac1275-bdcc-4ea6-b293-ab8123639bfa,dd b,https://play-lh.googleusercontent.com/a-/ACB-R5T5llC3DyHfr2GK0PbwoKshpSFTlRbLkcVcArYGwQ,Unable to use it. Mobile verification under process,1,4,3.1.1,2023-04-24 08:33:19,"Hi, apologies for the inconvenience. As we are constantly trying to improve the app, we request you to share the specific issues you've faced so that we can resolve them. Please feel free to share your feedback at https://www.bhimupi.org.in/get-touch or call on our customer care number 1800-120-1740. Warm Regards, Team BHIM.",2021-09-17 11:48:09
decdea04-7ed8-4cd1-905f-071c02421807,Shubham Anjankar,https://play-lh.googleusercontent.com/a/AGNmyxaXPHLzp4NXb4S9vSZYdgHnKV_fGf52OVZ09Veh=mo,unable to login using correct credentials,1,0,3.1.1,2023-04-24 00:05:43,,
12b2201f-d3d7-42a1-87fb-5d0e5fc2a8f5,NITIN YADAV,https://play-lh.googleusercontent.com/a-/ACB-R5R8I5VyBe3JATeLL0enP-60H81RuHSOCqrfvNSp_-k,Very bad service...,1,0,3.1.1,2023-04-23 23:12:07,,
9de71d5a-6fd0-4a2c-af13-409349361298,SARFRAZ SHEIKH,https://play-lh.googleusercontent.com/a-/ACB-R5Qp2b8ZnE6xNjo65K9M1vIdpj2XeqRMqq7j2u1J9w,Having many issues...,1,0,3.1.1,2023-04-23 22:39:49,,
fc67bb19-5afb-4a46-8899-00841c621b50,Pathik Joshi,https://play-lh.googleusercontent.com/a-/ACB-R5SfuZ5t3L54xkdPlLQvmGuUmsIIIHizEcV1LMFBLw,Every time the app ask for sim selection and after that error in login.,1,0,3.1.1,2023-04-23 22:17:54,,
054c3ae8-1950-4a2d-a2c3-a60d6189fb11,Shreyash Raj,https://play-lh.googleusercontent.com/a/AGNmyxZxDTR5sF5ZnTK9Y3N8JwZsaTNSRqhbZaMVmbdOlw=mo,Something went wrong coming when entering pin in iqoo 7. Please fix,1,0,,2023-04-23 22:14:19,,
